證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","32,687,820","2,515,225,203","76.80","77.45","76.10","76.85","+2.60","17,188"
"0051","元大中型100","40,645","1,133,484","27.75","27.98","27.75","27.84","+1.22","39"
"0052","富邦科技","178,101","10,633,860","58.30","60.10","58.30","59.50","+2.10","74"
"0053","元大電子","18,000","623,660","34.71","34.71","34.35","34.53","+1.23","16"
"0054","元大台商50","6,000","118,160","19.61","19.80","19.61","19.61","+0.73","6"
"0055","元大MSCI金融","129,000","2,004,480","15.60","15.75","15.30","15.34","+0.22","84"
"0056","元大高股息","57,250,013","1,387,175,462","24.11","24.35","24.01","24.09","+0.71","25,443"
"0057","富邦摩台","27,000","1,359,650","50.05","50.65","50.05","50.10","+1.49","9"
"0061","元大寶滬深","438,400","7,338,050","16.66","16.81","16.66","16.68","+0.41","203"
"006203","元大MSCI台灣","6,000","214,040","35.52","35.90","35.52","35.90","+1.58","5"
"006204","永豐臺灣加權","21,000","1,009,560","47.80","48.41","47.80","47.80","+1.75","12"
"006205","富邦上証","1,868,588","52,505,574","27.83","28.40","27.83","28.10","+0.86","317"
"006206","元大上證50","132,142","3,854,263","29.00","29.50","29.00","29.14","+0.84","89"
"006207","FH滬深","70,000","1,519,050","21.85","21.90","21.62","21.75","+0.75","31"
"006208","富邦台50","1,566,002","68,995,174","43.99","44.30","43.59","43.80","+1.23","753"
"00625K","富邦上証+R","52,000","344,710","6.56","6.65","6.56","6.63","+0.18","4"
"00631L","元大台灣50正2","38,962,226","1,311,695,393","33.50","34.25","32.86","33.41","+2.01","9,374"
"00632R","元大台灣50反1","333,826,334","4,001,315,638","11.93","12.15","11.86","12.00","-0.46","32,553"
"00633L","富邦上証正2","24,771,400","908,279,548","36.44","37.21","36.20","36.77","+2.41","4,443"
"00634R","富邦上証反1","11,061,000","68,618,070","6.25","6.27","6.16","6.23","-0.21","879"
"00635U","元大S&P黃金","6,288,909","148,652,291","23.75","23.80","23.50","23.50","+0.78","1,736"
"00636","國泰中國A50","1,564,653","30,226,682","19.00","19.44","19.00","19.30","+0.55","432"
"00636K","國泰中國A50+U","100","638","6.38","6.38","6.38","6.38","+0.27","1"
"00637L","元大滬深300正2","152,510,979","2,144,677,968","13.96","14.28","13.90","14.12","+0.93","14,693"
"00638R","元大滬深300反1","4,972,000","62,566,350","12.57","12.66","12.48","12.58","-0.51","718"
"00639","富邦深100","2,036,518","21,563,251","10.40","10.65","10.40","10.61","+0.42","311"
"00640L","富邦日本正2","3,431,000","49,679,210","14.15","14.80","14.05","14.70","+1.67","721"
"00641R","富邦日本反1","3,821,000","61,938,620","16.48","16.48","16.02","16.19","-1.03","1,152"
"00642U","元大S&P石油","39,627,340","416,239,309","10.55","10.59","10.44","10.46","+0.10","7,811"
"00643","群益深証中小","1,597,000","20,626,980","12.78","13.00","12.78","12.88","+0.51","339"
"00643K","群益深証中小+R","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00645","富邦日本","246,534","4,455,020","18.08","18.27","17.88","18.11","+1.17","70"
"00646","元大S&P500","4,297,725","96,342,052","22.99","22.99","22.21","22.45","+0.96","1,390"
"00647L","元大S&P500正2","8,048,000","180,292,530","22.40","22.88","22.00","22.50","+1.92","1,728"
"00648R","元大S&P500反1","7,224,200","100,633,300","13.95","14.11","13.76","13.92","-0.76","1,255"
"00650L","FH香港正2","261,000","5,271,690","20.47","20.52","19.72","20.07","+1.19","104"
"00651R","FH香港反1","781,000","7,287,760","9.26","9.49","9.10","9.45","-0.31","210"
"00652","富邦印度","1,010,702","14,939,712","15.04","15.04","14.62","14.78","+0.16","360"
"00653L","富邦印度正2","6,647,000","83,979,520","13.01","13.10","12.20","12.54","+0.30","2,122"
"00654R","富邦印度反1","995,000","19,446,890","19.25","19.80","19.15","19.70"," 0.00","351"
"00655L","國泰中國A50正2","13,766,075","363,854,949","26.00","26.89","26.00","26.53","+1.80","2,648"
"00656R","國泰中國A50反1","1,383,000","15,819,650","11.60","11.60","11.34","11.44","-0.41","181"
"00657","國泰日經225","118,000","2,806,570","23.77","23.94","23.77","23.94","+1.97","9"
"00657K","國泰日經225+U","100","781","7.81","7.81","7.81","7.81","+0.59","1"
"00660","元大歐洲50","66,000","1,268,510","19.10","19.39","19.10","19.26","+0.78","27"
"00661","元大日經225","423,000","9,902,110","22.50","23.70","22.50","23.68","+1.35","67"
"00662","富邦NASDAQ","1,150,454","33,696,034","29.50","29.80","28.93","29.20","+0.87","522"
"00663L","國泰臺灣加權正2","2,063,000","61,353,210","29.39","30.24","29.04","29.72","+2.18","407"
"00664R","國泰臺灣加權反1","10,428,004","142,597,296","13.71","14.00","13.53","13.70","-0.50","1,585"
"00665L","富邦恒生國企正2","301,000","5,802,590","19.18","19.70","18.97","19.24","+0.98","65"
"00666R","富邦恒生國企反1","114,000","1,651,530","14.47","14.59","14.24","14.48","-0.58","18"
"00668","國泰美國道瓊","1,571,300","35,361,538","22.45","22.74","22.35","22.63","+1.40","604"
"00668K","國泰美國道瓊+U","100","745","7.45","7.45","7.45","7.45","+0.55","1"
"00669R","國泰美國道瓊反1","18,488,000","277,538,040","15.05","15.19","14.84","15.07","-1.07","3,079"
"00670L","富邦NASDAQ正2","9,240,500","273,128,520","29.76","30.04","28.99","29.60","+1.82","2,494"
"00671R","富邦NASDAQ反1","5,414,000","64,815,550","11.94","12.13","11.86","11.98","-0.43","931"
"00672L","元大S&P原油正2","168,023,649","520,623,613","3.05","3.18","3.04","3.18","+0.29","19,618"
"00673R","元大S&P原油反1","6,119,000","159,882,260","26.52","26.52","25.79","26.14","-0.70","1,074"
"00674R","元大S&P黃金反1","1,079,000","16,026,980","14.88","14.98","14.63","14.98","-0.47","455"
"00675L","富邦臺灣加權正2","4,568,100","59,467,718","12.92","13.28","12.75","13.03","+0.88","977"
"00676R","富邦臺灣加權反1","11,224,000","82,753,080","7.40","7.47","7.28","7.38","-0.28","1,608"
"00677U","富邦VIX","508,017,535","4,186,602,600","8.22","8.61","7.93","8.37","+0.34","49,565"
"00678","群益NBI生技","418,000","8,380,880","20.55","20.55","19.88","20.05","+0.19","181"
"00680L","元大美債20正2","516,000","16,739,240","32.23","32.90","32.21","32.56","+0.46","109"
"00681R","元大美債20反1","307,000","3,930,090","12.77","12.87","12.75","12.84","-0.04","63"
"00682U","元大美元指數","37,000","744,890","20.27","20.27","20.10","20.14","-0.11","18"
"00683L","元大美元指數正2","342,000","7,199,070","21.50","21.50","20.89","21.01","-0.21","63"
"00684R","元大美元指數反1","94,000","1,665,230","17.70","17.76","17.67","17.67","+0.01","24"
"00685L","群益臺灣加權正2","264,000","3,027,770","11.37","11.69","11.32","11.55","+0.84","156"
"00686R","群益臺灣加權反1","1,559,000","12,583,270","8.12","8.16","7.98","8.06","-0.33","210"
"00688L","國泰20年美債正2","115,000","3,827,750","32.91","33.30","32.90","33.21","+0.47","8"
"00689R","國泰20年美債反1","147,000","1,927,690","13.01","13.19","13.01","13.17","-0.05","14"
"00690","兆豐藍籌30","280,048","5,454,090","19.62","19.62","19.41","19.45","+0.66","69"
"00691R","兆豐藍籌30反1","1,000","16,240","16.24","16.24","16.24","16.24","-0.38","1"
"00692","富邦公司治理","5,712,190","112,554,332","19.61","19.85","19.56","19.76","+0.73","2,158"
"00693U","街口S&P黃豆","2,410,200","34,756,328","14.39","14.47","14.34","14.43","+0.13","604"
"00700","富邦恒生國企","145,000","2,573,360","17.48","18.00","17.48","17.80","+0.60","8"
"00701","國泰股利精選30","3,491,179","64,146,022","18.45","18.47","18.29","18.32","+0.56","1,310"
"00702","國泰標普低波高息","1,000,500","14,120,300","14.00","14.22","13.93","14.18","+0.78","58"
"00703","台新MSCI中國","189,000","3,554,890","18.80","19.36","18.62","18.75","+0.58","35"
"00706L","元大S&P日圓正2","191,000","3,141,840","16.50","16.52","16.41","16.47","-0.13","65"
"00707R","元大S&P日圓反1","115,000","2,296,570","19.95","19.98","19.95","19.98","+0.13","11"
"00708L","元大S&P黃金正2","23,386,000","612,093,720","26.36","26.64","25.88","25.88","+1.71","3,768"
"00709","富邦歐洲","224,000","3,474,700","15.33","15.60","15.33","15.60","+0.80","22"
"00710B","FH彭博高收益債","495,000","7,984,240","16.20","16.44","16.00","16.00","+0.05","161"
"00711B","FH彭博新興債","129,000","2,354,680","18.27","18.37","18.20","18.21","+0.24","20"
"00712","FH富時不動產","3,770,200","26,934,980","8.43","8.43","6.68","6.93","-1.22","1,385"
"00713","元大台灣高息低波","104,767","2,798,122","26.27","26.95","26.27","26.76","+0.96","87"
"00714","群益道瓊美國地產","408,000","5,980,450","14.61","14.74","14.60","14.74","+0.52","80"
"00715L","街口布蘭特油正2","175,083,000","735,960,760","4.18","4.29","4.05","4.26","+0.08","17,046"
"00717","富邦美國特別股","3,468,459","49,948,347","15.00","15.00","14.25","14.27","+0.12","888"
"00728","第一金工業30","877,100","14,438,298","16.20","16.57","16.15","16.28","+0.49","142"
"00730","富邦臺灣優質高息","594,526","8,729,527","14.46","14.84","14.46","14.72","+0.61","261"
"00731","FH富時高息低波","264,000","10,484,840","39.48","39.94","39.40","39.71","+0.96","96"
"00732","國泰RMB短期報酬","100,000","3,836,000","38.36","38.36","38.36","38.36","+0.20","2"
"00733","富邦臺灣中小","229,000","3,721,510","16.15","16.38","16.10","16.15","+0.85","20"
"00735","國泰臺韓科技","136,000","2,402,750","17.45","17.73","17.45","17.56","+0.79","17"
"00736","國泰新興市場","224,000","3,414,530","15.24","15.35","15.18","15.20","+0.50","25"
"00737","國泰AI+Robo","1,100,779","18,718,182","16.80","17.19","16.80","17.10","+0.84","403"
"00738U","元大道瓊白銀","4,907,000","79,326,310","16.21","16.25","16.02","16.15","+0.79","1,051"
"00739","元大MSCI A股","239,044","4,703,309","19.50","19.86","19.30","19.72","+0.56","88"
"00742","新光內需收益","2,000","36,520","18.26","18.26","18.26","18.26","X0.00","1"
"00743","國泰中國A150","312,489","6,171,910","19.60","19.81","19.60","19.75","+0.74","35"
"00752","中信中國50","1,628,623","35,652,246","21.80","22.10","21.72","21.84","+0.76","700"
"00753L","中信中國50正2","188,000","3,735,400","19.60","20.39","19.60","19.80","+1.29","91"
"00757","統一FANG+","1,007,000","21,891,910","22.95","22.95","21.29","21.52","+0.70","241"
"00762","元大全球AI","857,200","18,010,640","20.62","21.23","20.62","21.10","+1.20","396"
"00763U","街口道瓊銅","54,000","812,760","15.00","15.10","15.00","15.03","+0.33","15"
"00766L","台新MSCI中國正2","530,000","4,204,210","7.72","8.03","7.72","7.91","+0.41","102"
"00767","FH美國金融股","5,000","70,910","13.98","14.88","13.98","14.88","+1.24","5"
"00770","國泰北美科技","51,000","1,055,050","20.70","20.82","20.51","20.76","+1.03","24"
"00771","元大US高息特別股","328,313","4,954,771","15.00","15.26","14.99","15.10","+0.97","111"
"00774B","新光中國政金綠債","2,000","81,060","40.53","40.53","40.53","40.53","+0.18","2"
"00774C","新光中政金綠債+R","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00775B","新光投等債15+","17,000","653,390","38.46","38.47","38.22","38.22","+0.37","7"
"00776","新光ICE美國權值","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"00783","富邦中証500","929,899","16,330,605","16.99","17.81","16.99","17.57","+0.58","52"
"008201","BP上證50","100","9,005","90.05","90.05","90.05","90.05","X0.00","1"
"00830","國泰費城半導體","3,736,848","52,537,415","14.13","14.20","13.94","14.10","+0.78","983"
"00850","元大臺灣ESG永續","4,767,281","91,838,659","19.22","19.50","19.04","19.16","+0.55","2,340"
"00851","台新全球AI","107,000","1,892,000","17.72","17.80","17.49","17.68","+0.42","43"
"00852L","國泰美國道瓊正2","77,392,000","629,346,990","8.07","8.33","7.98","8.13","+0.83","7,461"
"00861","元大全球未來通訊","8,746,642","149,863,111","17.15","17.24","16.97","17.01","+0.42","3,195"
"00865B","國泰US短期公債","69,000","2,758,840","39.95","40.00","39.95","40.00","+0.08","16"
"00866","新光Shiller CAPE","32,000","484,150","15.25","15.25","15.01","15.14","+0.79","6"
"01001T","土銀富邦R1","15,717","252,885","15.82","16.14","15.82","16.09","+0.01","10"
"01002T","土銀國泰R1","56,853","955,058","16.74","16.85","16.74","16.85","+0.11","28"
"01003T","兆豐新光R1","195,936","3,769,614","19.19","19.29","19.19","19.25","+0.06","38"
"01004T","土銀富邦R2","65,385","923,010","14.04","14.35","14.04","14.34","+0.30","20"
"01007T","兆豐國泰R2","8,216","139,046","16.90","16.90","16.89","16.89","+0.10","8"
"01009T","王道圓滿R1","26,000","236,800","9.06","9.19","9.05","9.15","+0.15","7"
"01010T","京城樂富R1","231,000","2,290,820","9.90","10.00","9.85","10.00","+0.05","25"
"020000","富邦特選蘋果N","448,000","2,032,090","4.52","4.55","4.50","4.50","+0.19","42"
"020002","元富新中國N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020004","兆豐電菁英30N","3,000","58,410","19.47","19.47","19.47","19.47","X0.00","1"
"020005","永豐外資50N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020006","永昌中小300N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020007","凱基臺灣500N","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"020008","元大特股高息N","50,000","488,780","9.81","9.82","9.74","9.74","+0.07","17"
"020011","統一微波高息20N","15,000","63,650","4.25","4.25","4.24","4.24","+0.12","2"
"020012","富邦行動通訊N","1,020,000","4,083,270","3.97","4.05","3.96","3.98","+0.13","142"
"1101","台泥","17,956,597","701,750,294","39.05","39.50","38.70","38.80","+0.55","7,400"
"1101B","台泥乙特","15,526","826,334","53.40","53.40","53.00","53.40"," 0.00","12"
"1102","亞泥","7,808,915","309,277,093","39.80","40.30","39.15","39.20","+0.20","4,043"
"1103","嘉泥","2,706,843","40,026,231","14.50","15.20","14.40","15.05","+0.95","1,204"
"1104","環泥","512,145","7,706,604","15.00","15.15","14.85","15.10","+0.60","241"
"1108","幸福","110,000","678,470","6.25","6.25","6.10","6.11","+0.35","39"
"1109","信大","611,000","9,173,600","14.75","15.30","14.75","15.10","+0.65","135"
"1110","東泥","100,899","1,455,905","14.45","14.90","14.20","14.90","+0.80","31"
"1201","味全","2,281,504","41,140,815","18.05","18.20","17.90","18.05","+0.45","933"
"1203","味王","51,237","1,347,355","26.55","26.55","26.05","26.20","-0.20","64"
"1210","大成","2,282,916","79,931,310","35.20","35.35","34.80","34.90","+1.05","1,325"
"1213","大飲","10,300","51,619","4.91","5.69","4.91","5.69","+0.41","7"
"1215","卜蜂","1,324,520","73,002,994","55.40","55.80","54.50","55.00","+1.00","925"
"1216","統一","11,435,852","765,394,463","66.40","68.40","66.40","66.60"," 0.00","6,502"
"1217","愛之味","3,966,212","27,145,178","6.91","6.94","6.80","6.85"," 0.00","1,351"
"1218","泰山","1,698,498","32,527,033","19.50","19.50","18.95","19.05","+0.35","728"
"1219","福壽","25,424","445,884","17.55","17.60","17.50","17.60","+0.25","33"
"1220","台榮","166,073","1,571,309","9.64","9.64","9.37","9.45","+0.05","68"
"1225","福懋油","72,325","2,185,011","31.35","31.35","29.85","30.40"," 0.00","78"
"1227","佳格","1,870,495","107,410,053","57.00","58.70","56.60","57.10","+0.50","1,325"
"1229","聯華","3,422,744","113,334,776","32.50","33.45","32.50","33.25","+1.40","2,111"
"1231","聯華食","674,354","25,067,741","36.60","38.15","36.50","36.90","+1.00","511"
"1232","大統益","200,092","21,088,252","104.00","107.00","104.00","105.50","+5.00","224"
"1233","天仁","161,000","5,564,550","33.00","35.05","33.00","35.05","+3.15","123"
"1234","黑松","76,912","2,248,760","29.05","29.50","29.05","29.05","+0.15","65"
"1235","興泰","349,370","8,298,725","24.00","24.00","23.15","23.80","+0.15","65"
"1236","宏亞","23,000","237,450","10.15","10.55","10.15","10.35","+0.25","18"
"1256","鮮活果汁-KY","130,889","23,093,353","178.00","181.50","172.00","175.00","+5.00","160"
"1301","台塑","14,694,236","1,095,185,870","72.60","75.30","72.60","74.90","+4.40","8,267"
"1303","南亞","8,987,168","493,316,953","53.80","55.70","53.70","55.70","+4.00","4,782"
"1304","台聚","4,444,192","42,500,227","9.18","9.79","9.18","9.70","+0.80","1,548"
"1305","華夏","3,700,596","51,321,368","13.60","14.10","13.55","14.00","+0.90","1,677"
"1307","三芳","140,202","2,408,432","17.00","17.30","17.00","17.20","+0.65","108"
"1308","亞聚","1,413,438","19,543,707","13.70","13.95","13.70","13.75","+0.35","538"
"1309","台達化","1,099,351","8,317,127","7.39","7.74","7.39","7.65","+0.46","487"
"1310","台苯","2,036,425","27,627,357","13.40","13.75","13.25","13.70","+0.90","926"
"1312","國喬","5,479,553","68,935,251","12.45","12.75","12.40","12.50","+0.55","1,890"
"1312A","國喬特","1,000","30,000","30.00","30.00","30.00","30.00","-0.10","1"
"1313","聯成","1,543,355","12,264,486","7.78","8.03","7.78","7.93","+0.35","569"
"1314","中石化","23,346,744","166,757,303","7.16","7.24","7.07","7.08","+0.27","6,105"
"1315","達新","1,283,350","58,680,323","46.25","46.55","45.25","45.35","+0.05","514"
"1316","上曜","912,765","7,476,934","8.11","8.30","8.05","8.13","+0.19","316"
"1319","東陽","1,999,326","61,698,312","30.20","31.25","30.20","30.95","+1.90","1,204"
"1321","大洋","345,000","8,560,350","24.60","25.10","24.40","24.55","+0.45","213"
"1323","永裕","269,988","7,880,445","29.20","29.75","28.80","29.30","+0.35","158"
"1324","地球","45,234","344,853","7.50","7.65","7.50","7.55","+0.09","37"
"1325","恆大","14,850,600","572,514,848","37.45","40.30","37.40","37.60","+0.35","8,067"
"1326","台化","9,054,638","617,350,023","67.30","68.50","67.30","68.50","+3.30","4,976"
"1337","再生-KY","799,999","2,884,323","3.58","3.69","3.55","3.57","+0.11","269"
"1338","廣華-KY","420,334","16,037,988","36.50","38.50","36.50","38.30","+3.30","326"
"1339","昭輝","530,014","18,591,108","34.30","35.90","34.20","34.65","+1.60","388"
"1340","勝悅-KY","375,257","3,219,993","8.50","8.77","8.40","8.52","+0.33","182"
"1341","富林-KY","17,013","916,502","53.50","56.00","53.40","53.40","-1.10","28"
"1402","遠東新","13,467,863","303,593,636","22.50","22.75","22.30","22.45","+1.10","5,877"
"1409","新纖","3,854,246","38,735,482","9.84","10.20","9.84","10.05","+0.49","1,719"
"1410","南染","14,347","398,221","27.40","27.90","27.40","27.75","+0.50","27"
"1413","宏洲","47,000","303,940","6.60","6.60","6.37","6.40","+0.05","25"
"1414","東和","223,059","1,233,782","5.60","5.60","5.40","5.50","+0.26","113"
"1416","廣豐","124,684","1,303,007","10.70","10.70","10.30","10.45","+0.25","222"
"1417","嘉裕","370,303","2,926,254","7.84","8.02","7.76","7.83","+0.13","211"
"1418","東華","226","1,145","0.00","0.00","0.00","0.00"," 0.00","18"
"1419","新紡","10,271","391,805","38.30","38.80","37.50","37.50","-0.60","12"
"1423","利華","24,208","227,150","9.33","9.49","9.15","9.45","+0.23","21"
"1432","大魯閣","64,250","286,771","4.50","4.50","4.35","4.39","+0.08","35"
"1434","福懋","2,013,241","61,560,680","30.05","30.95","30.00","30.55","+0.70","1,048"
"1435","中福","195,013","1,423,781","7.53","7.53","7.17","7.29","+0.20","84"
"1436","華友聯","112,000","3,904,050","35.05","35.95","34.15","35.20","+0.65","77"
"1437","勤益控","316,301","5,945,683","18.60","19.00","18.60","18.90","+0.60","165"
"1438","裕豐","8,000","76,700","9.40","10.50","9.40","9.60","-0.50","3"
"1439","中和","724,000","21,104,600","29.15","29.15","29.15","29.15","+2.65","240"
"1440","南紡","3,176,922","25,456,535","7.61","8.19","7.61","8.09","+0.60","906"
"1441","大東","219,290","1,216,286","5.44","5.67","5.44","5.53","+0.22","110"
"1442","名軒","390,001","5,766,114","14.75","14.90","14.70","14.80","+0.40","149"
"1443","立益","100,114","875,407","8.79","8.93","8.57","8.80","+0.07","36"
"1444","力麗","2,034,865","13,061,758","6.30","6.59","6.28","6.52","+0.37","963"
"1445","大宇","57,555","386,682","6.74","6.74","6.51","6.74","+0.44","32"
"1446","宏和","315,003","7,483,272","22.60","24.15","22.60","23.85","+1.70","214"
"1447","力鵬","904,680","4,599,611","5.00","5.16","4.98","5.08","+0.18","272"
"1449","佳和","445,807","4,672,267","10.10","10.65","10.10","10.35","+0.35","188"
"1451","年興","619,031","9,122,803","14.60","14.90","14.50","14.75","+0.45","317"
"1452","宏益","434,011","6,903,527","15.65","16.10","15.65","15.90","+0.55","255"
"1453","大將","71,500","463,740","6.30","6.60","6.15","6.60","+0.46","29"
"1454","台富","228,000","1,685,710","7.30","7.56","7.30","7.56","+0.46","72"
"1455","集盛","1,458,530","7,908,480","5.32","5.54","5.32","5.44","+0.25","398"
"1456","怡華","80,000","519,230","6.40","6.75","6.40","6.58","+0.37","31"
"1457","宜進","604,514","6,670,603","10.85","11.25","10.85","10.90","+0.10","252"
"1459","聯發","59,274","321,677","5.53","5.53","5.41","5.42","+0.06","24"
"1460","宏遠","561,319","3,039,169","5.35","5.49","5.35","5.41","+0.23","251"
"1463","強盛","233,000","2,318,330","10.00","10.10","9.80","9.98","+0.33","113"
"1464","得力","1,457,036","24,819,158","16.40","17.50","16.35","17.20","+1.20","781"
"1465","偉全","202,904","2,769,465","13.65","13.80","13.50","13.65"," 0.00","121"
"1466","聚隆","102,200","628,608","6.20","6.20","6.02","6.15","+0.11","47"
"1467","南緯","704,000","5,377,480","7.50","7.97","7.41","7.97","+0.47","250"
"1468","昶和","12,000","110,800","9.10","9.40","9.10","9.40","+0.30","12"
"1470","大統新創","6,000","116,400","19.40","19.40","19.40","19.40","+0.20","4"
"1471","首利","111,396","178,057","1.67","1.67","1.57","1.63","-0.01","39"
"1472","三洋紡","6,842,097","59,697,663","8.39","10.25","8.39","10.25","+0.93","924"
"1473","台南","408,037","8,676,614","20.95","21.65","20.75","21.50","+0.75","212"
"1474","弘裕","294,002","2,275,916","7.70","7.80","7.69","7.78","+0.15","117"
"1475","本盟","3,024","20,443","6.41","6.97","6.41","6.93","X0.00","11"
"1476","儒鴻","1,070,985","258,512,855","240.50","243.00","236.00","243.00","+22.00","835"
"1477","聚陽","6,068,779","659,686,190","104.50","110.00","104.00","109.50","+9.50","3,463"
"1503","士電","92,006","3,640,290","39.15","39.75","39.15","39.70","+0.80","77"
"1504","東元","7,362,992","174,781,485","23.65","24.45","23.50","24.10","+1.10","2,914"
"1506","正道","270,056","2,592,915","9.70","9.70","9.57","9.68","-0.12","89"
"1507","永大","61,007","3,443,592","56.70","56.90","56.00","56.20","-0.20","60"
"1512","瑞利","111,016","326,668","2.95","2.95","2.90","2.95","+0.05","25"
"1513","中興電","3,561,113","77,633,103","21.45","22.15","21.25","21.85","+1.00","1,258"
"1514","亞力","2,145,501","32,907,334","15.25","15.50","15.15","15.40","+0.50","724"
"1515","力山","2,525,861","105,043,127","41.50","42.50","40.70","41.15","+2.00","1,624"
"1516","川飛","83,801","1,069,913","12.80","13.05","12.50","13.00","+0.50","50"
"1517","利奇","179,009","1,101,385","6.18","6.23","6.08","6.15","+0.16","66"
"1519","華城","804,100","19,017,765","23.10","23.95","23.10","23.60","+1.00","418"
"1521","大億","71,040","3,777,556","53.00","53.50","53.00","53.20","+1.70","61"
"1522","堤維西","1,672,497","31,997,691","18.45","19.30","18.45","19.30","+1.75","718"
"1524","耿鼎","1,263,066","10,562,966","8.30","8.50","8.30","8.40","+0.15","224"
"1525","江申","27,001","1,121,191","40.40","42.40","40.40","41.60","+2.00","27"
"1526","日馳","562,797","9,406,200","16.70","17.25","16.30","16.30","+0.05","285"
"1527","鑽全","1,096,141","41,812,090","37.25","38.75","37.25","38.05","+1.95","641"
"1528","恩德","378,906","2,037,342","5.33","5.42","5.33","5.36","+0.16","400"
"1529","樂士","85,738","966,662","10.70","11.50","10.70","11.50","+1.00","59"
"1530","亞崴","18,500","469,349","25.25","26.00","25.20","25.40","+0.40","18"
"1531","高林股","463,130","4,347,458","9.31","9.49","9.31","9.38","+0.17","151"
"1532","勤美","470,709","10,881,235","23.35","23.40","22.80","22.90","+0.40","219"
"1533","車王電","111,040","2,582,324","23.15","23.60","23.10","23.10","+1.10","75"
"1535","中宇","63,000","1,670,700","26.20","27.10","26.05","26.95","+1.35","49"
"1536","和大","7,253,304","519,373,140","72.80","73.50","69.70","71.20","+2.40","5,048"
"1537","廣隆","345,176","45,600,908","130.50","133.50","130.50","131.50","+4.50","297"
"1538","正峰新","44,165","94,385","2.01","2.18","2.01","2.18","+0.19","26"
"1539","巨庭","130,000","1,702,200","12.90","13.20","12.90","13.20","+0.65","68"
"1540","喬福","672,553","10,640,030","14.80","16.10","14.80","15.85","+1.20","273"
"1541","錩泰","256,000","7,148,300","26.10","28.50","26.10","28.30","+2.35","107"
"1558","伸興","165,096","19,454,424","118.00","118.50","116.00","117.50","+3.50","141"
"1560","中砂","725,230","37,600,236","51.30","52.30","51.30","51.70","+1.50","526"
"1568","倉佑","272,900","3,110,718","11.20","11.75","11.15","11.50","+0.55","170"
