證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1582","信錦","787,744","52,137,615","65.50","67.00","65.50","65.50","+1.20","639"
"1583","程泰","5,400","285,600","52.50","53.50","52.50","53.50","+3.10","7"
"1587","吉茂","181,124","1,788,501","9.90","10.00","9.76","9.90","+0.14","58"
"1589","永冠-KY","726,017","37,755,990","52.00","52.60","51.60","51.90","+0.80","353"
"1590","亞德客-KY","2,485,060","1,023,496,635","399.00","419.50","399.00","412.50","+30.50","1,502"
"1592","英瑞-KY","3,363,090","38,725,684","11.70","11.80","11.30","11.65","+0.15","708"
"1598","岱宇","396,305","12,962,615","33.00","33.15","32.05","32.55","-0.10","238"
"1603","華電","372,778","11,260,677","30.30","31.00","29.40","29.80","-0.50","259"
"1604","聲寶","1,059,877","18,158,868","17.00","17.25","17.00","17.15","+0.35","499"
"1605","華新","7,836,181","91,453,926","11.50","11.85","11.45","11.65","+0.45","2,393"
"1608","華榮","934,711","7,076,202","7.65","7.68","7.49","7.51","+0.32","356"
"1609","大亞","3,665,675","29,989,210","8.07","8.30","8.05","8.21","+0.45","1,068"
"1611","中電","714,374","7,987,099","11.25","11.30","11.10","11.10","+0.05","689"
"1612","宏泰","348,011","3,103,180","8.90","8.97","8.86","8.90","+0.33","123"
"1614","三洋電","176,850","4,566,754","25.85","26.35","25.25","25.45","+0.45","85"
"1615","大山","122,000","2,182,050","17.70","18.00","17.70","17.75","+0.30","64"
"1616","億泰","111,087","407,859","3.60","3.78","3.60","3.64","+0.07","39"
"1617","榮星","16,100","147,590","9.01","9.47","9.01","9.47","+0.45","15"
"1618","合機","98,661","641,835","6.56","6.60","6.32","6.54","+0.29","51"
"1626","艾美特-KY","321,000","5,910,200","18.85","18.95","18.00","18.45","+0.70","173"
"1701","中化","1,666,342","29,883,156","18.10","18.15","17.85","17.85","+0.15","883"
"1702","南僑","630,333","25,125,655","39.80","40.45","39.05","40.00","+2.30","499"
"1707","葡萄王","1,445,633","277,461,935","193.00","195.50","187.50","190.00","+2.50","1,304"
"1708","東鹼","383,011","7,732,579","20.20","20.30","20.00","20.25","+0.10","333"
"1709","和益","959,655","10,758,012","11.10","11.40","11.05","11.40","+0.60","334"
"1710","東聯","2,288,165","33,271,461","14.55","14.90","14.25","14.35","+0.35","1,211"
"1711","永光","1,082,763","12,425,067","11.75","11.80","11.25","11.50","+0.65","455"
"1712","興農","2,527,526","46,343,517","18.10","18.70","18.10","18.25","+0.45","1,029"
"1713","國化","75,464","1,265,275","16.65","16.85","16.65","16.70","-0.15","105"
"1714","和桐","5,462,847","32,847,795","5.89","6.08","5.89","6.01","+0.21","1,307"
"1717","長興","806,863","18,259,011","22.75","23.15","22.30","22.50","+0.25","536"
"1718","中纖","6,084,790","32,210,267","5.24","5.36","5.20","5.30","+0.24","1,373"
"1720","生達","350,764","10,828,078","30.90","31.10","30.55","30.80","+0.30","217"
"1721","三晃","208,775","1,867,089","8.80","9.06","8.80","8.92","+0.22","86"
"1722","台肥","5,112,819","212,902,582","41.90","42.00","41.25","41.45","+0.70","2,117"
"1723","中碳","575,485","55,547,892","93.40","98.30","93.40","95.40","+3.50","483"
"1724","台硝","52,000","524,000","10.00","10.20","9.91","10.05","+0.05","38"
"1725","元禎","35,772","467,037","12.80","13.15","12.80","12.90","+0.10","31"
"1726","永記","30,015","1,911,127","62.50","66.00","62.50","63.30","+0.10","31"
"1727","中華化","215,177","1,770,836","8.12","8.35","8.12","8.25","+0.16","85"
"1730","花仙子","674,780","36,306,690","53.20","54.80","52.60","54.50","+3.20","538"
"1731","美吾華","568,331","6,748,949","11.85","12.00","11.80","11.80","+0.20","283"
"1732","毛寶","5,939,131","177,438,580","30.30","30.80","29.20","29.40","-0.40","3,411"
"1733","五鼎","723,601","14,640,653","20.20","20.50","19.85","20.20","+0.70","383"
"1734","杏輝","539,818","8,781,132","16.10","16.55","16.10","16.20","+0.60","387"
"1735","日勝化","37,188","582,475","15.95","15.95","15.60","15.60","+0.35","25"
"1736","喬山","1,798,475","84,265,532","46.00","47.65","45.40","47.65","+4.30","975"
"1737","臺鹽","405,650","11,615,854","28.55","28.85","28.20","28.80","+0.95","262"
"1760","寶齡富錦","650,141","38,417,675","58.80","60.10","57.60","58.20","+0.20","513"
"1762","中化生","925,413","27,025,289","29.50","29.70","28.90","29.05","+0.35","683"
"1773","勝一","236,510","20,398,160","83.00","87.00","83.00","85.90","+4.40","218"
"1776","展宇","72,000","1,273,800","18.20","18.50","17.30","17.35","-0.85","44"
"1783","和康生","269,000","3,871,200","13.70","14.75","13.70","14.75","+1.30","146"
"1786","科妍","253,000","11,786,050","45.80","47.50","45.45","46.00","+1.50","190"
"1789","神隆","2,406,626","58,306,547","24.20","24.50","23.85","24.20","+0.50","1,259"
"1795","美時","1,433,000","74,822,800","50.70","52.90","50.70","52.90","+4.80","984"
"1802","台玻","1,694,525","12,327,898","7.21","7.35","7.16","7.32","+0.32","488"
"1805","寶徠","1,063","9,813","9.24","9.24","9.24","9.24","+0.77","2"
"1806","冠軍","1,778,198","7,211,131","4.28","4.28","4.00","4.04","+0.04","343"
"1808","潤隆","830,434","45,747,854","54.50","56.50","54.40","55.10","+3.40","596"
"1809","中釉","462,229","3,476,096","7.40","7.75","7.40","7.48","+0.30","189"
"1810","和成","300,300","1,776,249","5.89","5.97","5.76","5.94","+0.32","104"
"1817","凱撒衛","144,000","3,848,000","26.75","26.90","26.35","26.75","+1.15","89"
"1902","台紙","1,003,975","19,873,690","19.70","19.85","19.70","19.85","+0.25","342"
"1903","士紙","333,232","10,648,713","31.65","32.55","31.00","31.00","-0.60","109"
"1904","正隆","6,344,824","128,148,736","19.75","20.50","19.75","20.35","+0.90","3,135"
"1905","華紙","2,491,993","17,512,205","7.11","7.11","6.91","6.92","-0.03","734"
"1906","寶隆","1,359,040","15,796,286","11.40","11.90","11.30","11.45","+0.35","405"
"1907","永豐餘","5,429,891","62,375,489","11.40","11.60","11.35","11.40","+0.15","1,796"
"1909","榮成","18,187,904","214,050,602","11.70","12.15","11.40","11.65","+0.40","4,450"
"2002","中鋼","24,722,266","479,414,825","19.30","19.50","19.25","19.40","+0.35","8,784"
"2002A","中鋼特","54,000","2,709,250","50.20","50.50","49.90","49.90","+0.40","42"
"2006","東和鋼鐵","3,208,624","67,450,073","20.75","21.30","20.60","21.30","+1.10","1,160"
"2007","燁興","90,609","339,377","3.85","3.85","3.68","3.75","+0.07","64"
"2008","高興昌","26,950","329,600","12.25","12.25","12.20","12.20","-0.05","13"
"2009","第一銅","377,015","2,322,834","6.19","6.26","6.00","6.15","+0.35","131"
"2010","春源","414,517","3,556,017","8.50","8.70","8.44","8.47","+0.16","158"
"2012","春雨","125,280","2,107,829","17.25","17.25","16.55","16.55","-0.35","72"
"2013","中鋼構","493,000","9,426,199","18.90","19.30","18.60","19.20","+0.90","267"
"2014","中鴻","5,465,011","38,186,832","6.79","7.08","6.77","6.89","+0.38","1,494"
"2015","豐興","1,589,620","71,639,220","44.10","45.75","44.10","45.40","+2.20","836"
"2017","官田鋼","487,127","3,082,344","6.20","6.50","6.20","6.26","+0.27","143"
"2020","美亞","509,734","7,625,207","14.90","15.10","14.90","14.95","+0.25","134"
"2022","聚亨","505,528","1,797,301","3.48","3.60","3.48","3.54","+0.11","156"
"2023","燁輝","1,548,851","12,339,008","8.02","8.03","7.92","7.94","+0.02","627"
"2024","志聯","72,705","849,140","11.55","11.80","11.55","11.75","+0.25","50"
"2025","千興","75,100","106,051","1.32","1.44","1.32","1.43","+0.11","65"
"2027","大成鋼","4,694,170","128,940,622","28.00","28.00","27.00","27.20","+0.50","2,050"
"2028","威致","214,349","1,988,811","9.27","9.30","9.05","9.10","+0.09","46"
"2029","盛餘","464,850","6,909,804","14.90","15.00","14.55","14.95","+0.85","124"
"2030","彰源","747,057","7,009,703","9.31","9.44","9.31","9.41","+0.15","245"
"2031","新光鋼","1,850,628","40,140,182","21.50","22.20","21.30","21.75","+0.85","949"
"2032","新鋼","80,093","578,217","7.14","7.30","7.14","7.23","+0.26","38"
"2033","佳大","108,360","876,846","7.84","8.19","7.84","8.02","+0.19","42"
"2034","允強","1,077,902","23,467,156","21.30","22.10","21.25","21.50","+0.70","569"
"2038","海光","163,000","839,300","5.22","5.25","5.06","5.06","+0.13","89"
"2049","上銀","4,646,671","972,628,405","210.50","211.50","205.00","211.50","+19.00","3,532"
"2059","川湖","388,395","115,014,025","293.50","302.50","291.00","292.00","+3.50","357"
"2062","橋椿","385,200","7,678,240","19.90","19.95","19.85","19.95","+1.80","186"
"2069","運錩","126,000","1,603,850","12.50","12.90","12.50","12.70","+0.50","75"
"2101","南港","1,865,333","73,038,148","39.10","39.75","38.60","39.20","+0.95","1,038"
"2102","泰豐","5,121,639","66,288,944","12.80","13.30","12.70","12.90","+0.20","1,736"
"2103","台橡","2,864,279","40,581,023","14.15","14.20","14.05","14.15","+0.45","1,217"
"2104","國際中橡","8,653,420","160,714,914","18.40","18.90","18.35","18.45","+0.35","3,659"
"2105","正新","4,852,079","152,404,623","31.00","31.70","31.00","31.55","+0.85","2,454"
"2106","建大","822,768","21,364,581","26.05","26.20","25.90","25.90"," 0.00","331"
"2107","厚生","1,638,513","24,351,615","14.95","15.05","14.75","14.80","+0.10","671"
"2108","南帝","951,355","23,779,506","24.95","25.40","24.60","25.40","+1.25","483"
"2109","華豐","320,661","3,557,782","11.15","11.20","10.95","11.15","+0.35","129"
"2114","鑫永銓","50,400","3,605,500","70.60","72.00","70.60","71.80","+3.30","50"
"2115","六暉-KY","33,413","1,154,811","34.50","34.80","34.45","34.70","+0.50","32"
"2201","裕隆","6,476,686","100,369,844","15.20","15.80","15.10","15.50","+0.85","2,253"
"2204","中華","791,621","21,008,152","26.30","26.90","26.10","26.55","+1.10","555"
"2206","三陽工業","1,073,843","20,817,615","19.40","19.50","19.15","19.45","+0.10","414"
"2207","和泰車","310,177","135,004,080","435.00","435.50","431.00","435.50","+39.50","249"
"2208","台船","1,363,896","23,665,581","17.00","17.65","17.00","17.40","+0.85","690"
"2227","裕日車","219,085","46,005,850","210.00","210.00","209.50","210.00","+19.00","134"
"2228","劍麟","1,577,000","118,036,500","74.00","76.70","73.00","74.10","+4.10","1,174"
"2231","為升","619,452","61,325,748","99.00","99.00","99.00","99.00","+9.00","331"
"2233","宇隆","454,142","21,972,892","47.00","49.45","47.00","48.65","+2.95","357"
"2236","百達-KY","25,196","353,713","14.00","14.45","13.85","14.20","+0.65","16"
"2239","英利-KY","135,327","6,880,796","49.10","51.80","49.10","50.10","+2.65","120"
"2243","宏旭-KY","41,463","375,855","9.34","9.34","8.90","9.00","+0.09","35"
"2301","光寶科","8,374,615","340,327,710","40.90","41.00","40.20","40.50","+1.15","3,663"
"2302","麗正","387,003","2,018,173","5.04","5.28","5.04","5.28","+0.48","149"
"2303","聯電","187,932,889","2,663,715,374","14.05","14.35","13.95","14.10","+0.25","17,998"
"2305","全友","363,751","1,442,689","3.77","4.01","3.77","4.01","+0.36","119"
"2308","台達電","8,293,471","984,863,520","118.00","119.50","118.00","119.00","+4.00","3,905"
"2312","金寶","4,102,681","39,615,712","9.60","9.88","9.45","9.50","+0.34","1,550"
"2313","華通","33,908,444","986,274,101","28.40","29.40","28.20","29.40","+2.65","10,036"
"2314","台揚","2,772,767","42,504,892","15.20","15.75","14.80","15.00","+0.55","1,302"
"2316","楠梓電","4,106,245","102,647,959","24.80","25.40","24.50","24.80","+1.65","1,949"
"2317","鴻海","53,652,986","3,851,366,575","71.20","72.60","71.10","71.40","+2.00","26,059"
"2321","東訊","61,375","74,143","1.21","1.28","1.20","1.28","+0.07","21"
"2323","中環","13,504,747","88,244,263","6.54","6.64","6.42","6.50","+0.22","2,696"
"2324","仁寶","23,155,478","397,619,909","16.90","17.35","16.90","17.15","+0.75","6,222"
"2327","國巨","21,333,546","6,195,843,024","290.00","295.50","283.00","292.00","+18.00","16,090"
"2328","廣宇","3,485,996","56,887,270","16.15","16.60","16.10","16.35","+0.65","1,527"
"2329","華泰","3,930,839","37,718,902","9.40","9.71","9.40","9.56","+0.65","1,309"
"2330","台積電","80,514,199","22,368,633,590","276.50","280.00","274.00","277.00","+9.50","40,932"
"2331","精英","729,083","5,928,302","7.91","8.28","7.91","8.16","+0.34","249"
"2332","友訊","7,020,996","72,794,116","10.30","10.60","10.10","10.50","+0.50","1,807"
"2337","旺宏","35,127,858","928,669,137","26.00","26.60","26.00","26.60","+2.40","10,904"
"2338","光罩","8,391,014","199,119,486","23.35","24.10","23.25","24.10","+2.10","3,524"
"2340","光磊","2,390,615","41,769,828","17.55","17.75","17.15","17.25","+0.60","1,387"
"2342","茂矽","9,039,911","180,803,831","19.35","20.35","19.15","20.20","+1.70","3,624"
"2344","華邦電","43,801,985","505,503,104","11.30","11.65","11.20","11.65","+1.05","10,298"
"2345","智邦","11,728,755","1,783,185,515","150.00","155.50","148.00","154.00","+10.00","7,854"
"2347","聯強","6,184,941","220,857,882","35.25","36.30","35.05","35.90","+1.55","2,868"
"2348","海悅","331,150","15,734,383","46.90","48.20","46.85","47.30","+1.25","250"
"2349","錸德","6,281,579","26,701,605","4.22","4.34","4.18","4.20","+0.12","1,316"
"2351","順德","933,265","35,045,351","37.00","38.30","36.50","37.50","+2.50","650"
"2352","佳世達","5,715,752","85,917,936","14.85","15.25","14.85","14.90","+0.55","1,859"
"2353","宏碁","14,176,474","197,036,413","13.75","14.00","13.75","13.85","+0.30","4,856"
"2354","鴻準","3,662,411","183,496,154","50.00","50.60","49.75","49.95","+1.20","1,994"
"2355","敬鵬","3,295,201","69,526,018","20.50","21.55","20.35","20.85","+1.25","1,232"
"2356","英業達","13,849,114","307,193,899","22.80","22.80","21.60","21.60","+0.60","5,576"
"2357","華碩","4,179,269","758,289,542","181.00","184.00","180.00","180.00","+2.00","2,664"
"2358","廷鑫","265,320","2,854,621","10.70","11.00","10.55","10.80","+0.40","138"
"2359","所羅門","826,251","13,291,376","15.95","16.30","15.90","15.95","+0.30","418"
"2360","致茂","1,685,206","185,888,468","105.00","111.50","105.00","111.50","+10.00","997"
"2362","藍天","633,842","17,612,940","27.45","28.00","27.45","28.00","+0.95","356"
"2363","矽統","14,361,979","118,569,132","8.58","8.58","7.90","8.03","-0.13","4,344"
"2364","倫飛","99,721","171,419","1.71","1.73","1.70","1.70","+0.12","77"
"2365","昆盈","566,658","3,797,200","6.60","6.80","6.60","6.75","+0.15","160"
"2367","燿華","15,555,121","295,100,364","18.70","19.35","18.60","19.05","+1.35","5,452"
"2368","金像電","62,705,436","1,251,203,554","19.75","20.50","19.55","20.20","+1.35","19,661"
"2369","菱生","3,545,772","26,946,967","7.49","7.76","7.45","7.74","+0.51","1,081"
"2371","大同","8,017,525","153,585,375","18.60","19.60","18.60","19.30","+1.15","2,667"
"2373","震旦行","36,235","3,050,010","84.20","85.00","83.30","84.70","+1.50","35"
"2374","佳能","273,520","2,794,362","9.92","10.40","9.92","10.30","+0.48","164"
"2375","凱美","4,160,439","116,145,402","27.05","28.35","27.05","28.35","+2.55","2,465"
"2376","技嘉","7,747,831","331,818,029","41.10","43.60","40.65","43.60","+3.95","4,139"
"2377","微星","5,461,830","435,087,564","78.70","81.20","77.80","81.00","+4.20","3,421"
"2379","瑞昱","5,869,967","1,127,262,697","185.00","195.50","185.00","191.00","+13.00","4,189"
"2380","虹光","261,163","797,649","3.15","3.16","3.01","3.05","+0.05","228"
"2382","廣達","10,533,388","631,554,304","60.50","60.60","58.60","59.60","+2.30","6,290"
"2383","台光電","6,758,081","714,772,535","105.00","107.50","104.00","105.50","+5.90","4,683"
"2385","群光","3,813,872","277,877,702","71.20","74.50","71.20","72.30","+1.20","2,439"
"2387","精元","4,237,301","98,234,977","22.70","23.80","22.55","22.85","+0.70","1,926"
"2388","威盛","898,724","17,093,790","18.50","19.30","18.50","19.15","+1.30","533"
"2390","云辰","1,602,510","10,991,680","6.88","6.94","6.80","6.93","+0.30","711"
"2392","正崴","3,146,661","88,646,721","28.10","28.65","27.65","27.70","+0.90","1,670"
"2393","億光","3,161,679","76,682,012","23.90","24.70","23.75","24.20","+1.55","1,565"
"2395","研華","1,076,413","268,319,924","245.50","253.50","245.50","248.00","+6.00","873"
"2397","友通","126,000","7,811,800","62.00","62.60","61.00","61.80","+2.60","106"
"2399","映泰","824,160","6,021,764","7.25","7.45","7.20","7.37","+0.38","315"
"2401","凌陽","1,508,542","12,903,942","8.57","8.66","8.33","8.53","+0.50","594"
"2402","毅嘉","1,426,300","14,745,174","9.99","10.60","9.99","10.35","+0.41","546"
"2404","漢唐","1,513,997","240,027,019","156.00","159.50","156.00","159.50","+14.50","881"
"2405","浩鑫","1,083,000","7,701,140","7.00","7.20","7.00","7.02","+0.22","381"
"2406","國碩","1,842,866","15,602,734","8.25","8.65","8.25","8.38","+0.40","859"
"2408","南亞科","24,144,179","1,263,013,987","51.20","53.10","51.20","52.60","+4.30","12,658"
"2409","友達","126,553,195","829,961,474","6.49","6.68","6.40","6.59","+0.40","19,537"
"2412","中華電","9,847,227","1,060,759,834","107.00","108.50","107.00","108.00","+1.00","4,160"
"2413","環科","313,020","2,978,286","9.30","9.60","9.30","9.54","+0.59","140"
"2414","精技","378,766","7,685,640","20.15","20.45","20.15","20.25","+0.65","207"
"2415","錩新","175,513","2,032,650","11.45","11.75","11.45","11.65","+0.45","98"
"2417","圓剛","4,533,701","42,623,934","9.04","9.54","9.03","9.54","+0.86","1,899"
"2419","仲琦","936,443","15,735,567","16.85","17.10","16.50","16.55","+0.45","475"
"2420","新巨","381,115","10,986,330","28.55","29.00","28.55","28.85","+1.05","270"
"2421","建準","3,384,300","101,746,495","29.60","30.60","29.60","30.00","+1.55","2,094"
"2423","固緯","362,327","7,630,696","20.80","21.30","20.80","21.20","+0.75","256"
"2424","隴華","4,000","83,900","21.00","21.00","20.95","20.95","X0.00","4"
"2425","承啟","674,337","17,892,231","25.50","27.30","25.40","26.95","+1.45","402"
"2426","鼎元","987,982","9,144,263","8.91","9.35","8.91","9.27","+0.59","529"
"2427","三商電","146,016","1,352,177","9.21","9.35","9.19","9.30","+0.15","51"
"2428","興勤","1,412,056","101,135,144","71.00","73.10","70.50","71.70","+3.70","1,046"
"2429","銘旺科","215,042","3,854,607","17.00","18.35","17.00","17.90","+0.75","143"
"2430","燦坤","115,500","1,531,050","13.05","13.40","13.05","13.35","+0.50","58"
"2431","聯昌","217,078","1,455,421","6.66","6.80","6.53","6.73","+0.33","120"
"2433","互盛電","160,200","7,608,639","47.20","48.00","47.05","47.40","+1.60","126"
"2434","統懋","37,890","193,551","4.98","5.37","4.77","5.37","+0.37","17"
"2436","偉詮電","3,081,142","68,770,424","21.80","22.80","21.70","22.00","+1.05","1,784"
"2438","翔耀","24,030","136,530","5.71","5.85","5.54","5.70","+0.20","16"
"2439","美律","3,817,361","469,372,403","121.50","125.00","121.50","123.00","+6.00","2,862"
"2440","太空梭","121,589","840,453","6.81","7.27","6.76","7.27","+0.52","26"
"2441","超豐","911,456","34,387,216","36.80","38.30","36.60","37.55","+1.60","685"
"2442","新美齊","1,256,126","8,093,333","6.38","6.57","6.30","6.40","+0.37","406"
"2443","億麗","169,348","479,673","2.75","2.90","2.75","2.83","+0.18","93"
"2444","兆勁","602,010","7,993,630","13.50","13.50","13.10","13.25","+0.05","239"
"2448","晶電","19,115,505","511,775,002","26.10","27.25","26.10","26.75","+1.65","7,898"
"2449","京元電子","16,062,170","505,081,479","31.50","32.30","30.90","30.90","+0.05","7,954"
"2450","神腦","172,163","4,547,334","26.10","26.80","26.10","26.20","+0.20","124"
"2451","創見","1,142,149","79,448,159","69.60","71.30","68.10","68.30","+0.30","841"
"2453","凌群","1,353,000","18,082,100","13.15","13.60","13.15","13.50","+0.50","538"
"2454","聯發科","20,283,591","6,973,782,076","348.00","353.00","330.00","334.50","+4.50","13,754"
"2455","全新","3,874,579","304,693,611","77.70","80.00","77.10","78.40","+4.40","2,937"
"2456","奇力新","7,372,029","578,169,091","77.50","79.80","77.50","78.60","+4.60","4,990"
"2457","飛宏","847,317","4,876,788","5.60","5.81","5.60","5.76","+0.34","461"
"2458","義隆","10,418,641","812,347,435","76.30","79.70","76.20","77.10","+3.60","6,359"
"2459","敦吉","180,694","6,686,283","37.00","37.30","36.80","37.00","+0.70","137"
"2460","建通","164,000","1,094,650","6.60","7.00","6.52","6.70","+0.24","69"
"2461","光群雷","1,087,208","13,998,713","12.80","13.20","12.75","12.75","+0.20","370"
"2462","良得電","76,380","1,883,904","24.70","24.90","24.15","24.60","-0.05","74"
"2464","盟立","868,577","25,662,420","29.40","29.75","29.20","29.35","+1.10","642"
"2465","麗臺","153,387","957,226","6.15","6.38","6.15","6.20","+0.25","113"
"2466","冠西電","60,000","1,903,500","31.60","31.85","31.60","31.85","+0.45","46"
"2467","志聖","1,036,367","26,283,868","25.00","25.75","25.00","25.25","+0.80","534"
"2468","華經","140,328","1,757,801","12.85","12.85","12.10","12.30","-0.15","74"
"2471","資通","521,014","9,279,789","17.80","18.10","17.60","17.60","+0.20","273"
"2472","立隆電","465,311","12,811,943","27.40","27.90","27.05","27.55","+2.10","329"
"2474","可成","7,284,995","1,442,601,020","197.50","201.50","194.00","195.00","+3.50","4,350"
"2476","鉅祥","255,925","4,807,260","18.80","19.00","18.60","18.80","+1.05","190"
"2477","美隆電","248,881","4,749,539","19.00","19.40","18.55","19.15","+1.15","166"
"2478","大毅","7,403,426","397,877,479","54.00","54.60","52.60","53.60","+2.70","4,785"
"2480","敦陽科","1,922,188","102,353,569","53.70","54.50","52.40","52.50","+0.40","1,338"
"2481","強茂","3,898,885","70,709,190","18.00","18.25","17.80","18.25","+1.65","1,464"
"2482","連宇","233,053","2,217,845","9.45","9.70","9.42","9.70","+0.41","104"
"2483","百容","105,001","1,671,616","15.90","16.10","15.80","15.90","+0.55","62"
"2484","希華","899,280","14,127,844","15.55","15.90","15.50","15.55","+0.30","502"
"2485","兆赫","1,373,302","17,646,145","12.50","13.20","12.45","12.95","+0.90","597"
"2486","一詮","424,209","2,436,819","5.67","5.89","5.56","5.78","+0.28","210"
"2488","漢平","337,431","8,636,953","25.30","25.80","25.30","25.55","+0.75","267"
"2489","瑞軒","2,513,039","16,411,893","6.41","6.60","6.39","6.56","+0.27","825"
"2491","吉祥全","27,293","208,648","7.70","7.70","7.60","7.60","+0.39","11"
"2492","華新科","19,922,908","3,300,262,912","166.50","169.50","160.50","164.00","+5.00","13,663"
"2493","揚博","1,246,363","32,776,645","26.30","26.30","26.15","26.30","+2.35","443"
"2495","普安","797,871","8,620,403","10.55","11.05","10.55","11.00","+0.60","252"
"2496","卓越","70,117","3,725,133","52.90","54.00","52.10","53.30","+2.00","48"
"2497","怡利電","58,000","793,550","13.50","14.00","13.40","13.80","+0.70","43"
"2498","宏達電","8,826,340","256,490,010","29.20","29.60","28.40","28.90","+0.50","4,383"
"2499","東貝","1,798,304","10,586,723","5.79","5.98","5.79","5.85","+0.25","600"
"2501","國建","1,509,518","25,113,249","16.10","16.90","16.10","16.90","+1.50","719"
"2504","國產","7,806,439","82,689,080","10.40","10.80","10.40","10.75","+0.55","2,086"
"2505","國揚","2,418,227","40,770,571","16.55","17.35","16.45","17.30","+1.20","825"
"2506","太設","670,786","6,097,998","8.99","9.21","8.78","9.09","+0.30","129"
"2509","全坤建","224,520","4,440,370","19.55","19.85","19.55","19.75","+0.15","74"
"2511","太子","1,895,089","17,287,161","8.90","9.25","8.90","9.25","+0.54","684"
"2514","龍邦","627,438","8,916,870","13.80","14.55","13.80","14.40","+0.75","303"
"2515","中工","16,572,309","92,171,349","5.42","5.69","5.42","5.56","+0.24","2,132"
"2516","新建","329,000","1,211,270","3.59","3.75","3.58","3.68","+0.19","76"
"2520","冠德","2,337,903","50,459,076","21.50","21.90","21.30","21.50","+0.60","872"
"2524","京城","290,089","8,720,992","29.80","30.95","29.70","29.85","+0.20","142"
"2527","宏璟","427,000","7,147,050","16.30","16.90","16.15","16.75","+1.00","192"
"2528","皇普","328,059","5,490,285","16.05","16.90","16.05","16.80","+1.40","128"
"2530","華建","131,200","2,092,011","16.00","16.15","15.85","15.95","-0.05","81"
"2534","宏盛","1,814,312","28,283,360","15.35","15.75","15.35","15.55","+0.45","704"
"2535","達欣工","2,493,052","48,293,107","19.15","19.60","19.15","19.20","+0.40","920"
